DAY,DEFI_TREASURY_INDEX,NON_DEFI_TREASURY_INDEX,SIRLOIN_INDEX,WSTETH_NORMALIZED,WBTC_NORMALIZED_PRICE,WBTC_DAILY_RETURN,WETH_NORMALIZED_PRICE,WETH_DAILY_RETURN
2024-01-24 00:00:00.000,172.939605111,109.492984258,113.175875212,118.757983147,129.184141542,0.01160615234,113.921178568,-0.01574810868
2024-01-23 00:00:00.000,168.532224212,109.736265525,113.33340977,119.043768321,127.702012531,-0.034939179,115.743926501,-0.05703596384
2024-01-22 00:00:00.000,177.769280573,112.657262483,115.44584492,122.792056826,132.325351679,-0.01984505877,122.744794141,-0.02898855161
2024-01-21 00:00:00.000,188.177656107,117.589758906,119.617487906,130.366282863,135.004524399,0.001777462105,126.40921417,-0.0003564857783
2024-01-20 00:00:00.000,187.969863607,117.312057199,120.01207255,131.094529649,134.764984746,0.00731785396,126.454293328,0.001785942952
2024-01-19 00:00:00.000,183.97176859,117.888203236,120.589499757,132.158642934,133.785958639,-0.02481415964,126.228855792,-0.01465022143
2024-01-18 00:00:00.000,187.58223526,117.127276078,119.926868947,130.962204681,137.190218624,-0.01031458309,128.105631662,-0.01986094734
2024-01-17 00:00:00.000,198.522729527,119.401058315,121.65426722,134.14213907,138.620026405,-0.003753965212,130.701487013,0.005795376236
2024-01-16 00:00:00.000,198.144940651,122.116336791,123.368974757,137.329884308,139.142361992,0.007537979908,129.948387218,0.00877881749
2024-01-15 00:00:00.000,187.571942177,119.773497198,121.262789137,133.470406072,138.101356739,-0.006197331295,128.817521705,-0.01132040852
2024-01-14 00:00:00.000,183.950429539,118.359311614,120.410185548,131.922479623,138.962553722,-0.0002429444619,130.292485873,0.001129584559
2024-01-13 00:00:00.000,186.105730559,120.79311186,123.092929771,136.896611929,138.996322109,-0.05527093835,130.145475553,-0.02279340981
2024-01-12 00:00:00.000,185.223323886,119.979580914,121.228188056,133.479595306,147.128237874,-0.02718609429,133.181127573,-0.00002704889947
2024-01-11 00:00:00.000,190.260483264,123.601447929,124.026659926,138.697242311,151.23985894,0.01898150804,133.184730073,0.08582794979
2024-01-10 00:00:00.000,185.502062171,120.603343769,123.250480088,137.266019132,148.422574647,-0.01943290377,122.657305054,0.04922053741
2024-01-09 00:00:00.000,170.002024844,112.444560011,115.749240731,123.870872885,151.364017024,0.04480778128,116.903263595,0.01816498932
2024-01-08 00:00:00.000,175.25945463,111.283421638,115.587921477,123.593817483,144.872597369,0.01319270568,114.817603062,0.002755348745
2024-01-07 00:00:00.000,171.109918651,108.409951841,112.271114701,117.793113588,142.986222222,0.005681050272,114.502109817,-0.001318741071
2024-01-06 00:00:00.000,173.02213182,109.139729345,112.898949118,118.903632504,142.178499022,0.0008607326653,114.653307843,-0.0004730422241
2024-01-05 00:00:00.000,176.589775218,110.123628466,113.561564013,120.079394981,142.056226587,0.009696461574,114.707569367,0.001848748383
2024-01-04 00:00:00.000,178.667897536,110.72458563,113.68433293,120.306369058,140.6920119,-0.01616051736,114.495895266,-0.02742631874
2024-01-03 00:00:00.000,173.612461995,108.378124383,111.825080692,117.066245187,143.0030146,-0.0238848041,117.724649014,-0.030654864
2024-01-02 00:00:00.000,184.043064731,113.508263528,116.089848961,124.696985012,146.502190726,0.05792269335,121.447608949,0.03416891729
2024-01-01 00:00:00.000,184.564546546,113.204620938,115.889980128,124.350091433,138.480998325,0.006110216683,117.434982737,0.00086577639
2023-12-31 00:00:00.000,175.703984576,110.675207052,113.901690672,120.837966239,137.639988173,0.007757286396,117.333398251,-0.00009863677623
2023-12-30 00:00:00.000,179.366458424,111.618779231,114.254105035,121.472023377,136.580494164,-0.009493212441,117.344972781,-0.01947387426
2023-12-29 00:00:00.000,178.251415507,111.743471005,114.355237937,121.662240519,137.889508562,-0.01188466289,119.675518785,-0.01773217291
2023-12-28 00:00:00.000,182.330602871,113.795278414,115.858525274,124.356983358,139.547989373,0.005512116629,121.835934646,0.04726202758
2023-12-27 00:00:00.000,181.827185702,114.66916695,116.638953328,125.767530761,138.783001284,-0.0001339917394,116.337584518,0.01578348229
2023-12-26 00:00:00.000,174.39072311,109.421687085,112.204911378,117.99160104,138.801599552,-0.01125438821,114.529903809,-0.01504779392
2023-12-25 00:00:00.000,180.835129121,110.968996911,113.631406966,120.518640361,140.381507536,-0.008740975326,116.279656111,-0.008607776213
2023-12-24 00:00:00.000,175.654904525,110.590789403,113.444403717,120.19839556,141.61939921,-0.001294020096,117.289255777,0.0007972309742
2023-12-23 00:00:00.000,177.121855082,111.32982474,114.710840884,122.458487636,141.802895006,-0.002701173335,117.195823637,0.002368560801
2023-12-22 00:00:00.000,178.280259829,112.078534469,115.006116414,122.994219972,142.186966649,0.003678474042,116.918894127,0.03280694895
2023-12-21 00:00:00.000,173.513654635,109.198930909,112.346358012,118.326548616,141.665852487,0.01505456104,113.204983996,0.002771831772
2023-12-20 00:00:00.000,172.436605656,107.475232455,111.15854381,116.262646683,139.564766196,0.008754105747,112.892066181,-0.005620683847
2023-12-19 00:00:00.000,172.554107715,107.15523711,110.530338143,115.179695469,138.353604115,0.03410940336,113.530183449,0.02427959075
2023-12-18 00:00:00.000,177.155891337,109.237404483,111.659910316,117.16181322,133.790103508,-0.01590203915,110.839056517,-0.023087862
2023-12-17 00:00:00.000,177.55777993,109.007378399,111.281955191,116.51121546,135.952017818,-0.007078321228,113.458572379,-0.01006402224
2023-12-16 00:00:00.000,176.362482235,109.609249246,111.965087648,117.715924023,136.921189984,-0.006955318957,114.612030401,-0.01125562181
2023-12-15 00:00:00.000,175.419203991,109.71523235,111.697825005,117.258300176,137.880190688,-0.007806278221,115.91674545,-0.002746306233
2023-12-14 00:00:00.000,183.754742995,112.253340244,114.659876779,122.533839354,138.964990063,0.03360590151,116.235965005,0.03863547773
2023-12-13 00:00:00.000,188.161614189,110.332716391,113.011488471,119.630500905,134.44678466,-0.001304159049,111.912184301,-0.01097093255
2023-12-12 00:00:00.000,184.810549566,107.511365807,111.152111705,116.389458111,134.622353621,-0.01387170152,113.153584645,-0.01437507545
2023-12-11 00:00:00.000,184.564752656,109.088849646,111.77647719,117.491706716,136.516063709,-0.03824119833,114.80389936,-0.04316634341
2023-12-10 00:00:00.000,196.509778,113.858797292,115.632527815,124.402929528,141.944179219,-0.006285247295,119.98313246,-0.005414476691
2023-12-09 00:00:00.000,198.043194687,114.057159839,115.241853288,123.713736986,142.841976364,0.009954022329,120.636314976,-0.0006085025359
2023-12-08 00:00:00.000,202.412838782,114.773021197,115.680917067,124.510903026,141.434137798,0.00120672388,120.709767175,0.03816702963
2023-12-07 00:00:00.000,204.763611682,114.408515038,115.576005266,124.333550812,141.263671553,-0.005930399142,116.272009927,0.002304867738
2023-12-06 00:00:00.000,195.217857649,110.34302391,111.951972303,117.966790109,142.10641934,0.03803668775,116.004634587,0.01644081061
2023-12-05 00:00:00.000,199.615851108,111.707271571,113.572142982,120.844858164,136.899226219,0.02308973328,114.128273261,0.001232319637
2023-12-04 00:00:00.000,205.947781121,109.879787758,112.05711661,118.187331722,133.809598284,0.04463371418,113.987803852,0.03116998819
2023-12-03 00:00:00.000,203.741587683,107.826190856,110.65229989,115.74391443,128.092360478,0.01625333122,110.542204639,0.02623698836
2023-12-02 00:00:00.000,201.591661293,106.992758386,109.727157291,114.146366117,126.043729987,0.01392174542,107.716059636,0.01011755464
2023-12-01 00:00:00.000,189.801067914,104.643242151,107.358716557,110.099886972,124.313075005,0.01434815635,106.637152419,0.02527649249
2023-11-30 00:00:00.000,186.116051743,103.278541912,106.26345233,108.246418496,122.554641843,-0.004286368507,104.008190182,-0.00636063336
2023-11-29 00:00:00.000,183.775319878,102.742740109,105.580076255,107.098223721,123.082217584,0.01519083501,104.67398301,0.007882345673
2023-11-28 00:00:00.000,190.141748118,103.410741322,106.138197647,108.053444584,121.240473553,0.006391958772,103.855359169,-0.001708626161
2023-11-27 00:00:00.000,176.362661797,102.449189913,105.479111045,106.946601362,120.470431522,-0.01240688044,104.033112867,-0.01920886026
2023-11-26 00:00:00.000,182.688925174,103.898039572,106.702677962,109.036233149,121.983870823,-0.00331677491,106.070608361,-0.002963272227
2023-11-25 00:00:00.000,182.920284472,104.433906701,107.279158953,110.029129871,122.389810275,0.003897761712,106.385858621,-0.002710513032
2023-11-24 00:00:00.000,180.096030745,103.470614156,107.081415334,109.70061476,121.914616152,0.007364230972,106.675002606,0.01174101043
2023-11-23 00:00:00.000,177.194465849,102.938577157,106.55707305,108.816150997,121.023372087,0.02059129239,105.437064927,0.02676857567
2023-11-22 00:00:00.000,167.743996323,102.730310562,106.616766305,108.927340728,118.581623211,-0.01704373385,102.688246821,0.001163128801
2023-11-21 00:00:00.000,147.792741652,98.928429742,102.850985464,102.659364289,120.637740757,-0.002384771752,102.568945926,-0.006265515116
2023-11-20 00:00:00.000,156.651233405,101.826740769,105.24345773,106.703546125,120.926121957,0.01886320752,103.215645111,0.02886541105
2023-11-19 00:00:00.000,153.169632671,101.107071779,104.883472013,106.104867537,118.687298809,0.00358712681,100.319870803,0.008820463045
2023-11-18 00:00:00.000,148.257977752,99.582715958,103.377194638,103.593449914,118.263074165,0.005144817112,99.442739792,-0.006709439104
2023-11-17 00:00:00.000,147.089496917,99.409944958,103.142724022,103.210718322,117.657746577,-0.02027717886,100.114451608,-0.03579224944
2023-11-16 00:00:00.000,149.627844551,99.494910642,103.313035503,103.503854884,120.09289162,0.02581108337,103.830789112,0.0145338165
2023-11-15 00:00:00.000,149.973258737,102.503508801,106.159178678,108.34520276,117.071158196,-0.004021245086,102.343349648,-0.01786371244
2023-11-14 00:00:00.000,141.429909879,100.388068611,103.882716911,104.528913924,117.543830748,-0.01881285633,104.204834853,-0.01143064466
2023-11-13 00:00:00.000,147.318839246,102.956315946,106.329513228,108.699447727,119.79756513,-0.004318774533,105.40973609,0.006113764215
2023-11-12 00:00:00.000,147.113209024,102.631455001,105.854178952,107.899984378,120.317187937,-0.0003977700319,104.769201892,-0.006849582246
2023-11-11 00:00:00.000,144.728022943,102.377597856,105.91293454,108.0088768,120.365065553,0.004888671934,105.491776492,-0.01790218442
2023-11-10 00:00:00.000,145.656506444,103.597978936,106.866461401,109.645938818,119.779502859,0.009319024305,107.414734885,0.07958699296
